air_humidity_100,air_temperature_100,atm_pressure_main,num_of_resets,piezo_charge,piezo_temperature,chuva
92.0,19.44,9472.0,1.0,60406.0,18.0,0.0
93.0,19.44,9477.0,1.0,60349.0,18.0,0.0
93.0,19.02,9483.0,1.0,60293.0,18.0,0.0
93.0,19.2,9485.0,1.0,60238.0,17.0,0.0
95.0,18.42,9484.0,1.0,60182.0,17.0,0.0
96.0,18.12,9480.0,1.0,60128.0,17.0,0.0
96.0,17.54,9477.0,1.0,60075.0,17.0,0.0
94.0,18.26,9473.0,1.0,60022.0,17.0,0.0
92.0,18.72,9476.0,1.0,59968.0,17.0,0.0
90.0,18.98,9481.0,1.0,59913.0,18.0,0.0
90.0,18.72,9487.0,1.0,59857.0,18.0,0.0
86.0,19.42,9492.0,1.0,59802.0,17.0,0.0
79.0,20.32,9499.0,1.0,59740.0,19.0,0.0
71.0,21.8,9501.0,1.0,59672.0,22.0,0.0
73.0,21.06,9506.0,1.0,59601.0,22.0,0.0
66.0,22.66,9507.0,1.0,59528.0,23.0,0.0
57.0,25.34,9501.0,1.0,59442.0,27.0,0.0
52.0,27.22,9492.0,1.0,59338.0,32.0,0.0
46.0,29.24,9483.0,1.0,59221.0,36.0,0.0
47.0,29.08,9475.0,1.0,59106.0,35.0,0.0
51.0,26.76,9471.0,1.0,59003.0,32.0,0.0
56.0,25.1,9471.0,1.0,58917.0,27.0,0.0
58.0,24.34,9473.0,1.0,58841.0,24.0,0.0
63.0,22.66,9474.0,1.0,58770.0,23.0,0.0
64.0,21.86,9478.0,1.0,58706.0,20.0,0.0
66.0,21.06,9479.0,1.0,58641.0,20.0,0.0
65.0,20.8,9482.0,1.0,58582.0,19.0,0.0
67.0,20.34,9485.0,1.0,58523.0,19.0,0.0
69.0,19.6,9484.0,1.0,58465.0,18.0,0.0
72.0,18.38,9480.0,1.0,58410.0,17.0,0.0
76.0,17.42,9477.0,1.0,58357.0,16.0,0.0
77.0,16.12,9472.0,1.0,58308.0,15.0,0.0
77.0,15.36,9470.0,1.0,58261.0,14.0,0.0
79.0,14.64,9476.0,1.0,58216.0,13.0,0.0
81.0,14.06,9480.0,1.0,58173.0,12.0,0.0
69.0,16.88,9488.0,1.0,58129.0,12.0,0.0
58.0,18.68,9492.0,1.0,58074.0,17.0,0.0
53.0,20.92,9495.0,1.0,58006.0,21.0,0.0
46.0,23.46,9492.0,1.0,57925.0,26.0,0.0
40.0,26.1,9488.0,1.0,57828.0,30.0,0.0
38.0,27.88,9480.0,1.0,57718.0,34.0,0.0
38.0,27.86,9471.0,1.0,57601.0,36.0,0.0
35.0,29.48,9461.0,1.0,57496.0,32.0,0.0
37.0,28.84,9451.0,1.0,57377.0,36.0,0.0
36.0,29.42,9441.0,1.0,57270.0,33.0,0.0
39.0,28.08,9441.0,1.0,57167.0,32.0,0.0
45.0,25.18,9442.0,1.0,57077.0,29.0,0.0
52.0,23.06,9445.0,1.0,57005.0,22.0,0.0
57.0,21.56,9446.0,1.0,56942.0,20.0,0.0
61.0,20.1,9448.0,1.0,56882.0,19.0,0.0
53.0,21.08,9450.0,1.0,56824.0,18.0,0.0
51.0,21.34,9453.0,1.0,56765.0,19.0,0.0
58.0,20.34,9453.0,1.0,56704.0,19.0,0.0
62.0,19.46,9450.0,1.0,56646.0,18.0,0.0
65.0,18.32,9447.0,1.0,56591.0,17.0,0.0
70.0,17.14,9442.0,1.0,56539.0,16.0,0.0
72.0,16.5,9441.0,1.0,56488.0,15.0,0.0
72.0,15.84,9444.0,1.0,56439.0,15.0,0.0
73.0,15.46,9448.0,1.0,56392.0,14.0,0.0
70.0,16.14,9448.0,1.0,56344.0,14.0,0.0
58.0,19.62,9452.0,1.0,56291.0,16.0,0.0
49.0,22.9,9455.0,1.0,56220.0,22.0,0.0
42.0,25.08,9451.0,1.0,56135.0,27.0,0.6
36.0,28.22,9447.0,1.0,56034.0,32.0,0.0
30.0,30.04,9442.0,1.0,55919.0,35.0,0.0
29.0,32.18,9435.0,1.0,55800.0,36.0,0.0
33.0,30.52,9426.0,1.0,55678.0,37.0,0.0
35.0,30.16,9420.0,1.0,55561.0,35.0,0.0
35.0,30.4,9413.0,1.0,55457.0,32.0,0.0
34.0,29.98,9410.0,1.0,55352.0,32.0,0.0
41.0,27.44,9411.0,1.0,55256.0,30.0,0.0
57.0,23.14,9416.0,1.0,55181.0,24.0,0.0
61.0,21.82,9420.0,1.0,55116.0,21.0,0.0
62.0,21.46,9425.0,1.0,55054.0,20.0,0.0
66.0,20.58,9427.0,1.0,54993.0,19.0,0.0
64.0,21.18,9429.0,1.0,54934.0,19.0,0.0
67.0,20.82,9426.0,1.0,54875.0,19.0,0.0
71.0,20.56,9420.0,1.0,54816.0,19.0,0.0
74.0,19.76,9416.0,1.0,54758.0,18.0,0.0
77.0,19.14,9416.0,1.0,54703.0,17.0,0.0
79.0,18.6,9419.0,1.0,54648.0,17.0,0.0
82.0,17.96,9425.0,1.0,54595.0,17.0,0.0
85.0,17.38,9431.0,1.0,54543.0,16.0,0.0
75.0,19.98,9435.0,1.0,54490.0,16.0,0.0
62.0,23.12,9439.0,1.0,54425.0,21.0,0.0
54.0,25.54,9442.0,1.0,54343.0,26.0,0.0
45.0,29.16,9438.0,1.0,54245.0,31.0,0.0
44.0,29.86,9439.0,1.0,54131.0,35.0,0.0
41.0,31.84,9434.0,1.0,54008.0,37.0,0.0
38.0,33.48,9427.0,1.0,53877.0,39.0,0.0
34.0,35.24,9416.0,1.0,53738.0,41.0,0.0
32.0,35.24,9409.0,1.0,53604.0,40.0,0.0
29.0,34.2,9400.0,1.0,53472.0,39.0,0.0
30.0,34.12,9397.0,1.0,53353.0,36.0,0.0
38.0,29.66,9401.0,1.0,53246.0,33.0,0.0
38.0,27.24,9409.0,1.0,53161.0,27.0,0.0
55.0,24.96,9417.0,1.0,53085.0,25.0,0.0
65.0,23.62,9429.0,1.0,53014.0,23.0,0.0
71.0,22.76,9438.0,1.0,52946.0,22.0,0.0
78.0,21.1,9444.0,1.0,52882.0,20.0,0.0
80.0,21.16,9441.0,1.0,52822.0,19.0,0.0
81.0,20.88,9440.0,1.0,52763.0,19.0,0.0
78.0,21.0,9437.0,1.0,52704.0,19.0,0.0
78.0,20.66,9434.0,1.0,52644.0,19.0,0.0
81.0,20.04,9437.0,1.0,52586.0,18.0,0.0
83.0,19.96,9442.0,1.0,52528.0,18.0,0.0
81.0,20.34,9448.0,1.0,52471.0,18.0,0.0
75.0,22.78,9456.0,1.0,52412.0,19.0,0.0
66.0,25.14,9463.0,1.0,52340.0,23.0,0.0
62.0,26.48,9467.0,1.0,52254.0,27.0,0.0
54.0,28.7,9466.0,1.0,52154.0,32.0,0.0
47.0,30.54,9463.0,1.0,52042.0,34.0,0.0
38.0,33.32,9457.0,1.0,51914.0,38.0,0.0
